_id,chinese_name,english_name,country
2446,山东工艺美术学院,Shandong University of Art and Design,China
2447,青岛大学,Qingdao University,China
2448,烟台大学,Yantai University,China
2449,潍坊学院,Weifang University,China
2450,山东警察学院,Shandong Police College,China
2451,山东交通学院,Shandong Jiaotong University,China
2452,山东工商学院,Shandong Technology and Business University,China
2453,山东女子学院,Shandong Women's University,China
2454,烟台南山学院,Yantai Nanshan University,China
2455,潍坊科技学院,Weifang University of Science and Technology,China
2456,山东英才学院,Shandong Yingcai University,China
2457,青岛恒星科技学院,Qingdao Hengxing University of Science and Technology,China
2458,青岛黄海学院,Qingdao Huanghai University,China
2459,山东现代学院,Shandong Modern University,China
2460,山东协和学院,Shandong Xiehe University,China
2461,山东工程职业技术大学,Shandong Engineering Vocational Technology University,China
2462,烟台理工学院,Yantai Technology and Business University,China
2463,聊城大学东昌学院,Liaocheng University Dongchang College,China
2464,青岛城市学院,Qingdao City University,China
2465,潍坊理工学院,Weifang University of Science and Technology,China
2466,山东财经大学燕山学院,Shandong University of Finance and Economics Yanshan College,China
2467,山东石油化工学院,Shandong Institute of Petrochemical Technology,China
2468,山东外国语职业技术大学,Shandong University of Foreign Languages Vocational and Technical Education,China
2469,泰山科技学院,Taishan University of Science and Technology,China
2470,山东华宇工学院,Shandong Huayu University of Technology,China
2471,山东外事职业大学,Shandong Vocational University of International Studies,China
2472,青岛工学院,Qingdao University of Technology,China
2473,青岛农业大学海都学院,Qingdao Agricultural University Haidu College,China
2474,齐鲁理工学院,Qilu University of Technology,China
2475,山东财经大学东方学院,Shandong University of Finance and Economics Dongfang College,China
2476,烟台科技学院,Yantai University of Science and Technology,China
2477,山东政法学院,Shandong University of Political Science and Law,China
2478,齐鲁师范学院,Qilu Normal University,China
2479,山东青年政治学院,Shandong Youth University of Political Science,China
2480,青岛电影学院,Qingdao Film Academy,China
2481,山东管理学院,Shandong Management University,China
2482,山东农业工程学院,Shandong Agriculture and Engineering University,China
2483,康复大学,Rehabilitation University,China
2484,淄博职业技术大学,Zibo Vocational Institute,China
2485,山东医学高等专科学校,Shandong Medical College,China
2486,菏泽医学专科学校,Heze Medical College,China
2487,山东商业职业技术学院,Shandong Institute of Commerce and Technology,China
2488,山东电力高等专科学校,Shandong Electric Power Engineering Institute,China
2489,日照职业技术学院,Rizhao Vocational and Technical College,China
2490,曲阜远东职业技术学院,Qufu Yuandong Vocational and Technical College,China
2491,青岛职业技术学院,Qingdao Technical College,China
2492,威海职业学院,Weihai Vocational College,China
2493,山东职业学院,Shandong Vocational College,China
2494,山东劳动职业技术学院,Shandong Labour Vocational and Technical College,China
2495,莱芜职业技术学院,Laiwu Vocational and Technical College,China
2496,济宁职业技术学院,Jining Vocational and Technical College,China
2497,潍坊职业学院,Weifang Vocational College,China
2498,烟台职业学院,Yantai Vocational College,China
2499,东营职业学院,Dongying Vocational Institute,China
2500,聊城职业技术学院,Liaocheng Vocational and Technical College,China
2501,滨州职业学院,Binzhou Vocational College,China
2502,山东科技职业学院,Shandong Technology and Business College,China
2503,山东服装职业学院,Shandong Institute of Fashion Technology,China
2504,德州科技职业学院,Dezhou Vocational College of Science and Technology,China
2505,山东力明科技职业学院,Shandong Liming Vocational College of Science and Technology,China
2506,山东圣翰财贸职业学院,Shandong Shenghan College of Economics and Trade,China
2507,山东水利职业学院,Shandong Water Conservancy Vocational College,China
2508,山东畜牧兽医职业学院,Shandong Vocational Animal Science and Veterinary College,China
2509,青岛飞洋职业技术学院,Qingdao Feiyang Vocational and Technical College,China
2510,东营科技职业学院,Dongying Vocational College of Science and Technology,China
2511,山东交通职业学院,Shandong Jiaotong Vocational College,China
2512,山东外贸职业学院,Shandong Foreign Trade Vocational College,China
2513,青岛酒店管理职业技术学院,Qingdao Hotel Management College,China
2514,山东信息职业技术学院,Shandong Information Vocational College,China
2515,青岛港湾职业技术学院,Qingdao Harbour Vocational and Technical College,China
2516,山东胜利职业学院,Shandong Shengli Vocational College,China
2517,山东经贸职业学院,Shandong Institute of Commerce and Technology,China
2518,山东工业职业学院,Shandong Polytechnic College,China
2519,山东化工职业学院,Shandong Chemical Engineering Vocational College,China
2520,青岛求实职业技术学院,Qingdao Realistic Vocational and Technical College,China
2521,济南职业学院,Jinan Vocational College,China
2522,烟台工程职业技术学院,Yantai Vocational College of Engineering,China
2523,潍坊工商职业学院,Weifang Business Vocational College,China
2524,德州职业技术学院,Dezhou Vocational and Technical College,China
2525,枣庄科技职业学院,Zaozhuang Science and Technology Vocational College,China
2526,淄博师范高等专科学校,Zibo Normal College,China
2527,山东中医药高等专科学校,Shandong College of Traditional Chinese Medicine,China
2528,济南工程职业技术学院,Jinan Engineering Vocational and Technical College,China
2529,山东电子职业技术学院,Shandong Electronic Vocational and Technical College,China
2530,山东旅游职业学院,Shandong Tourism and Vocational College,China
2531,山东铝业职业学院,Shandong Aluminium Vocational College,China
2532,山东杏林科技职业学院,Shandong Xinglin College of Science and Technology,China
2533,泰山职业技术学院,Taishan Vocational and Technical College,China
2534,山东药品食品职业学院,Shandong Food and Drug Vocational College,China
2535,山东商务职业学院,Shandong Business Vocational College,China
2536,山东轻工职业学院,Shandong Light Industry Vocational College,China
2537,山东城市建设职业学院,Shandong Urban Construction Vocational College,China
2538,烟台汽车工程职业学院,Yantai Automotive Engineering Vocational College,China
2539,山东司法警官职业学院,Shandong Police Academy,China
2540,菏泽家政职业学院,Heze Vocational College of Home Economics,China
2541,山东传媒职业学院,Shandong Vocational College of Media,China
2542,临沂职业学院,Linyi Vocational College,China
2543,枣庄职业学院,Zaozhuang Vocational College,China
2544,山东理工职业学院,Shandong Technology and Business Vocational College,China
2545,山东文化产业职业学院,Shandong Cultural Industries Vocational College,China
2546,青岛远洋船员职业学院,Qingdao Ocean Shipping Mariners College,China
2547,济南幼儿师范高等专科学校,Jinan Preschool Education College,China
2548,济南护理职业学院,Jinan Nursing Vocational College,China
2549,泰山护理职业学院,Taishan Nursing Vocational College,China
2550,山东海事职业学院,Shandong Maritime Vocational College,China
2551,潍坊护理职业学院,Weifang Nursing Vocational College,China
2552,潍坊工程职业学院,Weifang Engineering Vocational College,China
2553,菏泽职业学院,Heze Vocational College,China
2554,山东艺术设计职业学院,Shandong College of Art and Design,China
2555,威海海洋职业学院,Weihai Marine Vocational College,China
2556,山东特殊教育职业学院,Shandong Special Education Vocational College,China
2557,烟台黄金职业学院,Yantai Gold Vocational College,China
2558,日照航海工程职业学院,Rizhao Ocean Engineering Vocational College,China
2559,青岛工程职业学院,Qingdao Engineering Vocational College,China
2560,青岛幼儿师范高等专科学校,Qingdao Preschool Education College,China
2561,烟台幼儿师范高等专科学校,Yantai Preschool Education College,China
2562,烟台文化旅游职业学院,Yantai Vocational College of Culture and Tourism,China
2563,临沂科技职业学院,Linyi Vocational College of Science and Technology,China
2564,青岛航空科技职业学院,Qingdao Aviation Technology Vocational College,China
2565,潍坊环境工程职业学院,Weifang Environmental Engineering Vocational College,China
2566,滨州科技职业学院,Binzhou Science and Technology Vocational College,China
2567,山东城市服务职业学院,Shandong Urban Service Vocational College,China
2568,潍坊食品科技职业学院,Weifang Food Science and Technology Vocational College,China
2569,烟台城市科技职业学院,Yantai Urban Science and Technology Vocational College,China
2570,德州工程职业学院,Dezhou Engineering Vocational College,China
2571,日照康养职业学院,Rizhao Health and Wellness Vocational College,China
2572,烟台卫生健康职业学院,Yantai Health Vocational College,China
2573,山东文化艺术职业学院,Shandong Vocational College of Culture and Arts,China
2574,聊城科技职业学院,Liaocheng Science and Technology Vocational College,China
2575,济宁汽车工程职业学院,Jining Automotive Engineering Vocational College,China
2576,日照科技职业学院,Rizhao Science and Technology Vocational College,China
2577,枣庄应用技术职业学院,Zaozhuang Applied Technology Vocational College,China
2578,临沂城市职业学院,Linyi City Vocational College,China
